Perangkat Daerah,Dokumen,Jenis rekomendasi,Paket,Jumlah,Satuan,Status,Pagu anggaran,Tanggal Pengajuan,Tanggal Pemeriksaan,Durasi Proses
SDN 28 Cakranegara,"[{""id"":9263,""rekomendasi_id"":2660,""jenis_dokumen_id"":1,""no_surat"":""421.2\/40\/SDN28CKR\/VI\/2024"",""tanggal_surat"":""2024-06-06"",""file_surat"":""file_surat_permohonan\/SP_SDN_28_Cakranegara_1717720948.pdf"",""barcode"":null,""created_at"":""2024-06-07T00:42:28.000000Z"",""updated_at"":""2024-06-07T00:42:28.000000Z""},{""id"":9284,""rekomendasi_id"":2660,""jenis_dokumen_id"":3,""no_surat"":""027.2\/146\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_rekomendasi\/SR_SDN_28_Cakranegara_2660.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sdn-28-cakranegara-2660pdfqrcode.png"",""created_at"":""2024-06-10T08:30:11.000000Z"",""updated_at"":""2024-06-10T08:30:12.000000Z""},{""id"":9488,""rekomendasi_id"":2660,""jenis_dokumen_id"":5,""no_surat"":""421.2\/86\/SDN28CKR\/VIII\/2024"",""tanggal_surat"":""2024-08-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SDN_28_Cakranegara_1722472812.pdf"",""barcode"":null,""created_at"":""2024-08-01T00:40:12.000000Z"",""updated_at"":""2024-08-01T00:40:12.000000Z""},{""id"":9490,""rekomendasi_id"":2660,""jenis_dokumen_id"":7,""no_surat"":""027.2\/146\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-08-01"",""file_surat"":""file_surat_pemeriksaan\/SHP_SDN_28_Cakranegara_2660.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-08-01T07:36:23.000000Z"",""updated_at"":""2024-08-01T07:36:23.000000Z""}]",Pengadaan Barang/Jasa,Monitor,1.0,Unit,Hasil pemeriksaan terbit,1500000,2024-06-07,2024-08-01,55
Dinas Komunikasi dan Informatika,"[{""id"":9281,""rekomendasi_id"":2666,""jenis_dokumen_id"":1,""no_surat"":""000.3.1\/1050\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Komunikasi_dan_Informatika_1717991869.pdf"",""barcode"":null,""created_at"":""2024-06-10T03:57:49.000000Z"",""updated_at"":""2024-06-10T03:57:49.000000Z""},{""id"":9289,""rekomendasi_id"":2666,""jenis_dokumen_id"":3,""no_surat"":""027.2\/151\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Komunikasi_dan_Informatika_2666.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-komunikasi-dan-informatika-2666pdfqrcode.png"",""created_at"":""2024-06-10T23:58:46.000000Z"",""updated_at"":""2024-06-10T23:58:46.000000Z""},{""id"":9373,""rekomendasi_id"":2666,""jenis_dokumen_id"":5,""no_surat"":""0003.1\/1176\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Komunikasi_dan_Informatika_1719966831.pdf"",""barcode"":null,""created_at"":""2024-07-03T00:33:51.000000Z"",""updated_at"":""2024-07-03T00:33:51.000000Z""},{""id"":9386,""rekomendasi_id"":2666,""jenis_dokumen_id"":7,""no_surat"":""027.2\/151\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Komunikasi_dan_Informatika_2666.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-03T03:26:28.000000Z"",""updated_at"":""2024-07-03T03:26:28.000000Z""}]",Pengadaan Barang/Jasa,Scanner,1.0,Unit,Hasil pemeriksaan terbit,8500000,2024-06-10,2024-07-03,23
Dinas Komunikasi dan Informatika,"[{""id"":9282,""rekomendasi_id"":2667,""jenis_dokumen_id"":1,""no_surat"":""000.3.1\/1051\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Komunikasi_dan_Informatika_1717992414.pdf"",""barcode"":null,""created_at"":""2024-06-10T04:06:54.000000Z"",""updated_at"":""2024-06-10T04:06:54.000000Z""},{""id"":9288,""rekomendasi_id"":2667,""jenis_dokumen_id"":3,""no_surat"":""027.2\/150\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Komunikasi_dan_Informatika_2667.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-komunikasi-dan-informatika-2667pdfqrcode.png"",""created_at"":""2024-06-10T23:57:05.000000Z"",""updated_at"":""2024-06-10T23:57:05.000000Z""},{""id"":9374,""rekomendasi_id"":2667,""jenis_dokumen_id"":5,""no_surat"":""0003.1\/1169\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Komunikasi_dan_Informatika_1719967099.pdf"",""barcode"":null,""created_at"":""2024-07-03T00:38:19.000000Z"",""updated_at"":""2024-07-03T00:38:19.000000Z""},{""id"":9385,""rekomendasi_id"":2667,""jenis_dokumen_id"":7,""no_surat"":""027.2\/150\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Komunikasi_dan_Informatika_2667.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-03T03:25:48.000000Z"",""updated_at"":""2024-07-03T03:25:48.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,5000000,2024-06-10,2024-07-03,23
Dinas Komunikasi dan Informatika,"[{""id"":9290,""rekomendasi_id"":2668,""jenis_dokumen_id"":1,""no_surat"":""000.3.1\/1054\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Komunikasi_dan_Informatika_1718066951.pdf"",""barcode"":null,""created_at"":""2024-06-11T00:49:11.000000Z"",""updated_at"":""2024-06-11T00:49:11.000000Z""},{""id"":9307,""rekomendasi_id"":2668,""jenis_dokumen_id"":3,""no_surat"":""027.2\/156\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-12"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Komunikasi_dan_Informatika_2668.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-komunikasi-dan-informatika-2668pdfqrcode.png"",""created_at"":""2024-06-12T08:17:24.000000Z"",""updated_at"":""2024-06-12T08:17:25.000000Z""},{""id"":9375,""rekomendasi_id"":2668,""jenis_dokumen_id"":5,""no_surat"":""0003.1\/1178\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Komunikasi_dan_Informatika_1719967257.pdf"",""barcode"":null,""created_at"":""2024-07-03T00:40:57.000000Z"",""updated_at"":""2024-07-03T00:40:57.000000Z""},{""id"":9384,""rekomendasi_id"":2668,""jenis_dokumen_id"":7,""no_surat"":""027.2\/156\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Komunikasi_dan_Informatika_2668.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-03T03:24:38.000000Z"",""updated_at"":""2024-07-03T03:24:38.000000Z""}]",Pengadaan Barang/Jasa,PC,2.0,Unit,Hasil pemeriksaan terbit,40000000,2024-06-11,2024-07-03,22
SMPN 4 Mataram,"[{""id"":9291,""rekomendasi_id"":2669,""jenis_dokumen_id"":1,""no_surat"":""421.1\/208\/SMPN 4\/VI\/2024"",""tanggal_surat"":""2024-06-11"",""file_surat"":""file_surat_permohonan\/SP_SMPN_4_Mataram_1718067620.pdf"",""barcode"":null,""created_at"":""2024-06-11T01:00:20.000000Z"",""updated_at"":""2024-06-11T01:00:20.000000Z""},{""id"":9302,""rekomendasi_id"":2669,""jenis_dokumen_id"":3,""no_surat"":""027.2\/155\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-11"",""file_surat"":""file_surat_rekomendasi\/SR_SMPN_4_Mataram_2669.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-smpn-4-mataram-2669pdfqrcode.png"",""created_at"":""2024-06-11T09:52:29.000000Z"",""updated_at"":""2024-06-11T09:52:29.000000Z""},{""id"":9424,""rekomendasi_id"":2669,""jenis_dokumen_id"":5,""no_surat"":""421.3\/269\/SMPN 4\/VII\/2024"",""tanggal_surat"":""2024-07-15"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SMPN_4_Mataram_1721005112.pdf"",""barcode"":null,""created_at"":""2024-07-15T00:58:32.000000Z"",""updated_at"":""2024-07-15T00:58:32.000000Z""},{""id"":9439,""rekomendasi_id"":2669,""jenis_dokumen_id"":7,""no_surat"":""027.2\/155\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-17"",""file_surat"":""file_surat_pemeriksaan\/SHP_SMPN_4_Mataram_2669.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-17T03:45:12.000000Z"",""updated_at"":""2024-07-17T03:45:13.000000Z""}]",Pengadaan Barang/Jasa,Printer,2.0,Unit,Hasil pemeriksaan terbit,7000000,2024-06-11,2024-07-17,36
SDN 24 Ampenan,"[{""id"":9294,""rekomendasi_id"":2670,""jenis_dokumen_id"":1,""no_surat"":""021\/SDN 24 Amp\/VI\/2024"",""tanggal_surat"":""2024-06-13"",""file_surat"":""file_surat_permohonan\/SP_SDN_24_Ampenan_1718248480.pdf"",""barcode"":null,""created_at"":""2024-06-11T04:13:17.000000Z"",""updated_at"":""2024-06-13T03:14:40.000000Z""},{""id"":9314,""rekomendasi_id"":2670,""jenis_dokumen_id"":3,""no_surat"":""027.2\/161\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-14"",""file_surat"":""file_surat_rekomendasi\/SR_SDN_24_Ampenan_2670.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sdn-24-ampenan-2670pdfqrcode.png"",""created_at"":""2024-06-15T00:30:32.000000Z"",""updated_at"":""2024-06-15T00:30:32.000000Z""},{""id"":9528,""rekomendasi_id"":2670,""jenis_dokumen_id"":5,""no_surat"":""030\/421\/SDN24Amp\/VIII\/2024     "",""tanggal_surat"":""2024-08-14"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SDN_24_Ampenan_1723605735.pdf"",""barcode"":null,""created_at"":""2024-08-14T03:22:15.000000Z"",""updated_at"":""2024-08-14T03:22:15.000000Z""},{""id"":9568,""rekomendasi_id"":2670,""jenis_dokumen_id"":7,""no_surat"":""027.2\/161\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-08-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_SDN_24_Ampenan_2670.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-08-23T00:58:07.000000Z"",""updated_at"":""2024-08-23T00:58:08.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Buah,Hasil pemeriksaan terbit,15000000,2024-06-11,2024-08-23,73
UPT Laboratorium Kesehatan,"[{""id"":9295,""rekomendasi_id"":2671,""jenis_dokumen_id"":1,""no_surat"":""000.3\/95.A\/Labkes\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_permohonan\/SP_UPT_Laboratorium_Kesehatan_1718083771.pdf"",""barcode"":null,""created_at"":""2024-06-11T05:29:31.000000Z"",""updated_at"":""2024-06-11T05:29:31.000000Z""},{""id"":9299,""rekomendasi_id"":2671,""jenis_dokumen_id"":3,""no_surat"":""027.2\/153\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-11"",""file_surat"":""file_surat_rekomendasi\/SR_UPT_Laboratorium_Kesehatan_2671.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-upt-laboratorium-kesehatan-2671pdfqrcode.png"",""created_at"":""2024-06-11T09:49:58.000000Z"",""updated_at"":""2024-06-11T09:49:59.000000Z""},{""id"":9355,""rekomendasi_id"":2671,""jenis_dokumen_id"":5,""no_surat"":""000.3\/108\/Labkes\/VII\/2024       "",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_UPT_Laboratorium_Kesehatan_1719800276.pdf"",""barcode"":null,""created_at"":""2024-07-01T02:17:56.000000Z"",""updated_at"":""2024-07-01T02:17:56.000000Z""},{""id"":9368,""rekomendasi_id"":2671,""jenis_dokumen_id"":7,""no_surat"":""027.2\/153\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-02"",""file_surat"":""file_surat_pemeriksaan\/SHP_UPT_Laboratorium_Kesehatan_2671.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-02T07:10:58.000000Z"",""updated_at"":""2024-07-02T07:10:58.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,15000000,2024-06-11,2024-07-02,21
UPT Laboratorium Kesehatan,"[{""id"":9296,""rekomendasi_id"":2672,""jenis_dokumen_id"":1,""no_surat"":""000.3\/95.a\/Labkes\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_permohonan\/SP_UPT_Laboratorium_Kesehatan_1718084254.pdf"",""barcode"":null,""created_at"":""2024-06-11T05:37:34.000000Z"",""updated_at"":""2024-06-11T05:37:34.000000Z""},{""id"":9300,""rekomendasi_id"":2672,""jenis_dokumen_id"":3,""no_surat"":""027.2\/152\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-11"",""file_surat"":""file_surat_rekomendasi\/SR_UPT_Laboratorium_Kesehatan_2672.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-upt-laboratorium-kesehatan-2672pdfqrcode.png"",""created_at"":""2024-06-11T09:50:23.000000Z"",""updated_at"":""2024-06-11T09:50:23.000000Z""},{""id"":9354,""rekomendasi_id"":2672,""jenis_dokumen_id"":5,""no_surat"":""000.3\/108\/Labkes\/VII\/2024       "",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_UPT_Laboratorium_Kesehatan_1719800244.pdf"",""barcode"":null,""created_at"":""2024-07-01T02:17:24.000000Z"",""updated_at"":""2024-07-01T02:17:24.000000Z""},{""id"":9369,""rekomendasi_id"":2672,""jenis_dokumen_id"":7,""no_surat"":""027.2\/152\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-02"",""file_surat"":""file_surat_pemeriksaan\/SHP_UPT_Laboratorium_Kesehatan_2672.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-02T07:12:00.000000Z"",""updated_at"":""2024-07-02T07:12:00.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,15000000,2024-06-11,2024-07-02,21
UPT Laboratorium Kesehatan,"[{""id"":9297,""rekomendasi_id"":2673,""jenis_dokumen_id"":1,""no_surat"":""000.3\/95.a\/Labkes\/VI\/2024"",""tanggal_surat"":""2024-06-10"",""file_surat"":""file_surat_permohonan\/SP_UPT_Laboratorium_Kesehatan_1718084424.pdf"",""barcode"":null,""created_at"":""2024-06-11T05:40:24.000000Z"",""updated_at"":""2024-06-11T05:40:24.000000Z""},{""id"":9301,""rekomendasi_id"":2673,""jenis_dokumen_id"":3,""no_surat"":""027.2\/154\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-11"",""file_surat"":""file_surat_rekomendasi\/SR_UPT_Laboratorium_Kesehatan_2673.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-upt-laboratorium-kesehatan-2673pdfqrcode.png"",""created_at"":""2024-06-11T09:50:44.000000Z"",""updated_at"":""2024-06-11T09:50:44.000000Z""},{""id"":9353,""rekomendasi_id"":2673,""jenis_dokumen_id"":5,""no_surat"":""000.3\/108\/Labkes\/VII\/2024       "",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_UPT_Laboratorium_Kesehatan_1719800208.pdf"",""barcode"":null,""created_at"":""2024-07-01T02:16:48.000000Z"",""updated_at"":""2024-07-01T02:16:48.000000Z""},{""id"":9367,""rekomendasi_id"":2673,""jenis_dokumen_id"":7,""no_surat"":""027.2\/154\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-02"",""file_surat"":""file_surat_pemeriksaan\/SHP_UPT_Laboratorium_Kesehatan_2673.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-02T07:09:16.000000Z"",""updated_at"":""2024-07-02T07:09:16.000000Z""}]",Pengadaan Barang/Jasa,UPS,1.0,Unit,Hasil pemeriksaan terbit,2000000,2024-06-11,2024-07-02,21
SDN 30 Mataram,"[{""id"":9303,""rekomendasi_id"":2674,""jenis_dokumen_id"":1,""no_surat"":""422.1\/046\/SDN30M\/VI\/2024"",""tanggal_surat"":""2024-06-11"",""file_surat"":""file_surat_permohonan\/SP_SDN_30_Mataram_1718159873.pdf"",""barcode"":null,""created_at"":""2024-06-12T02:37:53.000000Z"",""updated_at"":""2024-06-12T02:37:53.000000Z""},{""id"":9356,""rekomendasi_id"":2674,""jenis_dokumen_id"":3,""no_surat"":""027.2\/172\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_rekomendasi\/SR_SDN_30_Mataram_2674.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sdn-30-mataram-2674pdfqrcode.png"",""created_at"":""2024-07-01T07:24:39.000000Z"",""updated_at"":""2024-07-01T07:24:40.000000Z""},{""id"":9581,""rekomendasi_id"":2674,""jenis_dokumen_id"":5,""no_surat"":""421.2\/080\/SDN30M\/VIII\/2024"",""tanggal_surat"":""2024-08-26"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SDN_30_Mataram_1724636162.pdf"",""barcode"":null,""created_at"":""2024-08-26T01:36:02.000000Z"",""updated_at"":""2024-08-26T01:36:02.000000Z""},{""id"":9647,""rekomendasi_id"":2674,""jenis_dokumen_id"":7,""no_surat"":""027.2\/172\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-09-06"",""file_surat"":""file_surat_pemeriksaan\/SHP_SDN_30_Mataram_2674.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-09-06T05:26:34.000000Z"",""updated_at"":""2024-09-06T05:26:34.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,4000000,2024-06-12,2024-09-06,86
Dinas Pekerjaan Umum dan Penataan Ruang,"[{""id"":9305,""rekomendasi_id"":2675,""jenis_dokumen_id"":1,""no_surat"":""600.1.1\/779\/DPUPR\/V\/2024"",""tanggal_surat"":""2024-05-07"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1718164926.pdf"",""barcode"":null,""created_at"":""2024-06-12T04:02:06.000000Z"",""updated_at"":""2024-06-12T04:02:06.000000Z""},{""id"":9310,""rekomendasi_id"":2675,""jenis_dokumen_id"":3,""no_surat"":""027.2\/159\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-14"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2675.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pekerjaan-umum-dan-penataan-ruang-2675pdfqrcode.png"",""created_at"":""2024-06-14T01:40:23.000000Z"",""updated_at"":""2024-06-14T01:40:23.000000Z""},{""id"":9338,""rekomendasi_id"":2675,""jenis_dokumen_id"":5,""no_surat"":""25\/PC\/DPUPR\/VI\/2024"",""tanggal_surat"":""2024-06-25"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1719371159.pdf"",""barcode"":null,""created_at"":""2024-06-26T03:05:59.000000Z"",""updated_at"":""2024-06-26T03:05:59.000000Z""},{""id"":9340,""rekomendasi_id"":2675,""jenis_dokumen_id"":7,""no_surat"":""027.2\/159\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-26"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2675.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-06-26T04:04:02.000000Z"",""updated_at"":""2024-06-26T04:04:02.000000Z""}]",Pengadaan Barang/Jasa,PC,2.0,Unit,Hasil pemeriksaan terbit,30000000,2024-06-12,2024-06-26,14
Dinas Pekerjaan Umum dan Penataan Ruang,"[{""id"":9316,""rekomendasi_id"":2678,""jenis_dokumen_id"":1,""no_surat"":""600.1.1\/7796\/DPUPR\/V2024"",""tanggal_surat"":""2024-05-22"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1718848247.pdf"",""barcode"":null,""created_at"":""2024-06-20T01:50:47.000000Z"",""updated_at"":""2024-06-20T01:50:47.000000Z""},{""id"":9322,""rekomendasi_id"":2678,""jenis_dokumen_id"":3,""no_surat"":""027.2\/163\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-21"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2678.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pekerjaan-umum-dan-penataan-ruang-2678pdfqrcode.png"",""created_at"":""2024-06-21T03:54:29.000000Z"",""updated_at"":""2024-06-21T03:54:29.000000Z""},{""id"":9407,""rekomendasi_id"":2678,""jenis_dokumen_id"":5,""no_surat"":""32.1\/Laptop\/DPUPR\/VII\/2024"",""tanggal_surat"":""2024-07-08"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1720484691.pdf"",""barcode"":null,""created_at"":""2024-07-09T00:24:51.000000Z"",""updated_at"":""2024-07-09T00:24:51.000000Z""},{""id"":9422,""rekomendasi_id"":2678,""jenis_dokumen_id"":7,""no_surat"":""027.2\/163\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-10"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2678.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-10T07:50:55.000000Z"",""updated_at"":""2024-07-10T07:50:55.000000Z""}]",Pengadaan Barang/Jasa,Laptop,2.0,Unit,Hasil pemeriksaan terbit,30000000,2024-06-20,2024-07-10,20
